ds,Open,High,Low,Close,y,Volume
2021-02-11,149.80250549316406,152.72250366210938,149.25,152.50750732421875,152.23207092285156,45082800
2021-02-12,150.5,152.91250610351562,147.75,149.6125030517578,149.34228515625,37475600
2021-02-16,150.6425018310547,153.72500610351562,149.5,153.30250549316406,153.025634765625,32196000
2021-02-17,151.7100067138672,152.23500061035156,147.8000030517578,149.05999755859375,148.79080200195312,27475600
2021-02-18,147.2899932861328,148.7324981689453,145.75,148.2899932861328,148.0221710205078,23386800
2021-02-19,150.2449951171875,151.77000427246094,148.46749877929688,149.26499938964844,148.99542236328125,27172400
2021-02-22,147.74749755859375,151.33250427246094,143.25,143.5574951171875,143.29823303222656,32588400
2021-02-23,140.75250244140625,142.3874969482422,133.89500427246094,141.4199981689453,141.1645965576172,39178000
2021-02-24,141.2274932861328,145.0675048828125,137.55999755859375,144.99000549316406,144.72813415527344,44832000
2021-02-25,140.4550018310547,143.74749755859375,132.16250610351562,133.0749969482422,132.83465576171875,82443600
2021-02-26,137.52499389648438,138.5449981689453,133.61000061035156,137.14500427246094,136.89732360839844,50093200
2021-03-01,138.75,139.25,135.53250122070312,138.41749572753906,138.16749572753906,35318400
2021-03-02,139.0,139.2050018310547,133.9600067138672,134.0625,133.82037353515625,26411600
2021-03-03,134.2624969482422,134.51499938964844,127.98750305175781,128.04750061035156,127.81623077392578,37759200
2021-03-04,128.00750732421875,129.75,120.8375015258789,123.70249938964844,123.47908782958984,57334400
2021-03-05,125.5,125.5,116.7925033569336,124.61499786376953,124.38993072509766,54284000
2021-03-08,124.5,124.7125015258789,115.66500091552734,115.93250274658203,115.72311401367188,54311200
2021-03-09,121.30249786376953,126.1675033569336,120.59249877929688,125.20249938964844,125.01952362060547,52182400
2021-03-10,128.40499877929688,129.8000030517578,124.57499694824219,124.68250274658203,124.50027465820312,38437600
2021-03-11,129.5,130.46249389648438,127.34500122070312,129.93499755859375,129.7451171875,29991600
2021-03-12,126.48249816894531,128.8874969482422,125.9000015258789,128.55999755859375,128.37210083007812,24396400
2021-03-15,128.6475067138672,132.0675048828125,127.67250061035156,131.91250610351562,131.71971130371094,22198800
2021-03-16,133.56500244140625,135.125,131.16749572753906,132.91250610351562,132.71824645996094,27212800
2021-03-17,130.3975067138672,134.53250122070312,129.89500427246094,133.41250610351562,133.21754455566406,24386400
2021-03-18,131.36500549316406,131.83999633789062,127.16999816894531,127.2249984741211,127.0390625,29389600
2021-03-19,127.5,129.21499633789062,126.125,128.45750427246094,128.269775390625,29920800
2021-03-22,129.12750244140625,133.94500732421875,129.0675048828125,131.8625030517578,131.66978454589844,29780400
2021-03-23,132.54249572753906,133.44500732421875,130.21249389648438,130.70750427246094,130.51646423339844,22204800
2021-03-24,131.5124969482422,131.59249877929688,126.36750030517578,126.43000030517578,126.24523162841797,24584000
2021-03-25,124.99500274658203,127.14749908447266,122.72000122070312,125.35250091552734,125.16929626464844,29514400
2021-03-26,125.54499816894531,128.5625,123.73500061035156,128.3925018310547,128.20484924316406,36396800
2021-03-29,128.20249938964844,130.625,127.0,129.4824981689453,129.29327392578125,27352000
2021-03-30,128.4199981689453,129.75250244140625,127.05000305175781,128.71749877929688,128.52938842773438,20020400
2021-03-31,130.15499877929688,134.7050018310547,129.8249969482422,133.4824981689453,133.2874298095703,31477600
2021-04-01,135.72250366210938,138.6999969482422,135.1125030517578,138.11749267578125,137.91561889648438,30827600
2021-04-05,138.6750030517578,140.13999938964844,137.3300018310547,139.875,139.67059326171875,25567200
2021-04-06,139.99749755859375,140.54249572753906,137.73500061035156,138.61500549316406,138.4124298095703,19174400
2021-04-07,138.8074951171875,142.43499755859375,137.11500549316406,141.43499755859375,141.22828674316406,25128400
2021-04-08,142.52749633789062,144.71499633789062,142.49000549316406,143.1699981689453,142.96075439453125,24441600
2021-04-09,142.13999938964844,144.0800018310547,141.75,144.0,143.78955078125,19517200
2021-04-12,142.8975067138672,153.52499389648438,141.3925018310547,152.08999633789062,151.86770629882812,86932400
2021-04-13,152.31500244140625,157.0,151.25750732421875,156.7949981689453,156.5658416748047,67621200
2021-04-14,156.25,157.2050018310547,152.27499389648438,152.77000427246094,152.5467529296875,38550000
2021-04-15,156.625,162.1425018310547,156.31500244140625,161.37249755859375,161.1366424560547,59848000
2021-04-16,160.52999877929688,161.65750122070312,158.65249633789062,159.125,158.8924560546875,33520800
2021-04-19,155.36500549316406,158.0749969482422,152.3300018310547,153.61749267578125,153.39295959472656,40442000
2021-04-20,153.2324981689453,154.97000122070312,149.6300048828125,151.71249389648438,151.49075317382812,33413200
2021-04-21,151.1875,153.625,151.0225067138672,153.60499572753906,153.38050842285156,21677600
2021-04-22,153.75,154.38499450683594,147.8350067138672,148.50250244140625,148.28546142578125,27778800
2021-04-23,149.34249877929688,153.35000610351562,149.00250244140625,152.65249633789062,152.4293975830078,22750000
2021-04-26,151.85000610351562,154.7899932861328,151.25,154.77999877929688,154.55380249023438,19779600
2021-04-27,155.78500366210938,156.7050018310547,153.5449981689453,153.8175048828125,153.59268188476562,16457200
2021-04-28,153.64500427246094,155.32249450683594,152.15499877929688,152.7675018310547,152.54425048828125,20941600
2021-04-29,154.0,154.36500549316406,150.71499633789062,153.24749755859375,153.02352905273438,17319600
2021-04-30,151.7449951171875,153.64999389648438,149.97000122070312,150.09500122070312,149.87564086914062,20191200
2021-05-03,151.25,152.46749877929688,147.875,148.36749267578125,148.150634765625,20391200
2021-05-04,146.37249755859375,146.375,140.1024932861328,143.5124969482422,143.30276489257812,40532400
2021-05-05,147.08999633789062,148.13499450683594,143.875,144.5850067138672,144.3737030029297,29202400
2021-05-06,144.95249938964844,145.71249389648438,142.17999267578125,145.22999572753906,145.0177459716797,19338000
2021-05-07,148.08250427246094,149.70750427246094,146.71749877929688,148.12249755859375,147.90602111816406,22932800
2021-05-10,147.87249755859375,148.05999755859375,142.5,142.65750122070312,142.44903564453125,26890400
2021-05-11,138.25,143.54750061035156,137.5,143.0625,142.85340881347656,28558400
2021-05-12,140.09500122070312,142.6024932861328,137.09249877929688,137.5850067138672,137.3839111328125,30340800
2021-05-13,140.33749389648438,140.8074951171875,134.58999633789062,136.65249633789062,136.4528045654297,28540400
2021-05-14,138.89999389648438,143.27999877929688,137.48500061035156,142.42999267578125,142.22183227539062,25861600
2021-05-17,141.57000732421875,141.6925048828125,138.53500366210938,141.65499877929688,141.44796752929688,21698000
2021-05-18,142.6699981689453,144.04249572753906,140.0399932861328,140.15750122070312,139.95265197753906,18625600
2021-05-19,135.6649932861328,140.7949981689453,135.4324951171875,140.65750122070312,140.4519500732422,34400000
2021-05-20,143.02499389648438,146.83749389648438,142.7050018310547,146.125,145.9114532470703,32159200
2021-05-21,151.6374969482422,152.22000122070312,148.69500732421875,149.91749572753906,149.69839477539062,67299200
2021-05-24,152.125,157.4499969482422,151.75999450683594,156.1199951171875,155.89181518554688,55481600
2021-05-25,157.66000366210938,158.18499755859375,154.8249969482422,156.4774932861328,156.24880981445312,43540800
2021-05-26,157.34249877929688,157.9375,155.8625030517578,157.0,156.7705535888672,37044000
2021-05-27,156.99749755859375,157.5,154.60000610351562,154.8800048828125,154.65365600585938,58147600
2021-05-28,155.00999450683594,162.77499389648438,155.00999450683594,162.44500732421875,162.2075958251953,64453600
2021-06-01,162.6999969482422,163.88250732421875,159.03250122070312,162.64500427246094,162.40731811523438,47280400
2021-06-02,162.5225067138672,169.1875,162.35499572753906,167.78250122070312,167.5372772216797,59416800
2021-06-03,167.00750732421875,172.58999633789062,165.8300018310547,169.69749450683594,169.44947814941406,58000800
2021-06-04,171.125,176.61000061035156,170.9550018310547,175.78250122070312,175.5255889892578,61712000
2021-06-07,175.71249389648438,178.125,171.92750549316406,176.19000244140625,175.93251037597656,57575600
2021-06-08,175.2725067138672,176.21499633789062,172.50999450683594,174.57000732421875,174.3148651123047,32384800
2021-06-09,175.15750122070312,175.75,172.5574951171875,173.58250427246094,173.36854553222656,38165600
2021-06-10,173.5,174.9199981689453,171.75999450683594,174.25,174.03521728515625,28777200
2021-06-11,174.7949981689453,179.3925018310547,174.4375,178.25250244140625,178.0327911376953,41630800
2021-06-14,179.05999755859375,180.39500427246094,176.62750244140625,180.1875,179.96539306640625,32137600
2021-06-15,179.14999389648438,180.16250610351562,177.27999877929688,177.88499450683594,177.66574096679688,24303200
2021-06-16,177.90750122070312,179.54750061035156,175.84500122070312,178.1024932861328,177.88294982910156,30712400
2021-06-17,177.7449951171875,188.35000610351562,177.5625,186.57249450683594,186.34249877929688,80965600
2021-06-18,187.83999633789062,193.75,185.83999633789062,186.3874969482422,186.15774536132812,96885600
2021-06-21,184.3524932861328,185.36500549316406,178.2274932861328,184.2725067138672,184.04534912109375,67238400
2021-06-22,184.71499633789062,189.6374969482422,183.86000061035156,188.86749267578125,188.6346893310547,58014400
2021-06-23,190.07749938964844,191.52749633789062,189.07749938964844,190.57249450683594,190.3375701904297,33235600
2021-06-24,192.27749633789062,194.1999969482422,190.88250732421875,192.05499267578125,191.81825256347656,32092400
2021-06-25,192.80499267578125,193.4550018310547,188.94500732421875,190.30999755859375,190.07540893554688,27836400
2021-06-28,193.6125030517578,200.78750610351562,193.19000244140625,199.85000610351562,199.60366821289062,49543600
2021-06-29,198.8249969482422,200.9875030517578,196.57000732421875,200.2675018310547,200.02064514160156,36763200
2021-06-30,199.99249267578125,201.625,198.6374969482422,200.02499389648438,199.7784423828125,32656800
2021-07-01,201.25,204.55999755859375,200.19000244140625,202.1199951171875,201.870849609375,48013600
2021-07-02,204.40249633789062,205.05250549316406,202.87750244140625,204.8699951171875,204.61746215820312,34276400
2021-07-06,207.375,208.4199981689453,203.50250244140625,206.98500061035156,206.7298583984375,44670800
2021-07-07,208.53500366210938,208.75,203.32000732421875,203.71749877929688,203.4663848876953,41842800
2021-07-08,198.56500244140625,201.3300018310547,197.00750732421875,199.02749633789062,198.7821807861328,50330000
2021-07-09,199.625,200.80250549316406,197.54249572753906,200.50250244140625,200.25535583496094,29662400
2021-07-12,202.39999389648438,205.32749938964844,201.87750244140625,205.125,204.87216186523438,32198400
2021-07-13,204.0050048828125,204.6125030517578,201.13999938964844,202.5,202.25039672851562,29070800
2021-07-14,203.57749938964844,204.17750549316406,197.52749633789062,198.4149932861328,198.17042541503906,38010000
2021-07-15,198.11749267578125,198.47000122070312,188.5850067138672,189.66250610351562,189.42874145507812,55056400
2021-07-16,190.30499267578125,191.57000732421875,180.72999572753906,181.61000061035156,181.38612365722656,68822400
2021-07-19,179.15249633789062,190.4199981689453,178.65499877929688,187.79750061035156,187.56600952148438,74906000
2021-07-20,187.3000030517578,188.3800048828125,181.63999938964844,186.1199951171875,185.8905792236328,43468700
2021-07-21,188.82000732421875,195.27000427246094,187.4199981689453,194.10000610351562,193.86074829101562,37101700
2021-07-22,196.4199981689453,198.8699951171875,192.75999450683594,195.94000244140625,195.69845581054688,32382600
2021-07-23,196.55999755859375,197.0,192.5,195.5800018310547,195.3389129638672,19567200
2021-07-26,193.11000061035156,194.4199981689453,189.13999938964844,192.94000244140625,192.70217895507812,20394300
2021-07-27,192.64999389648438,196.22000122070312,187.41000366210938,192.0800018310547,191.8432159423828,24886300
2021-07-28,193.19000244140625,196.4600067138672,189.9499969482422,195.02999877929688,194.7895965576172,20219100
2021-07-29,195.19000244140625,198.52999877929688,193.27999877929688,196.6199951171875,196.3776397705078,19078100
2021-07-30,194.17999267578125,196.3000030517578,192.6300048828125,194.99000549316406,194.74964904785156,18349700
2021-08-02,197.0,199.61000061035156,193.61000061035156,197.5,197.2565460205078,21744400
2021-08-03,197.39999389648438,202.22000122070312,192.1999969482422,198.14999389648438,197.90574645996094,30181100
2021-08-04,199.89999389648438,203.17999267578125,198.27999877929688,202.74000549316406,202.49009704589844,23130900
2021-08-05,205.0,207.3300018310547,203.4199981689453,206.3699951171875,206.11561584472656,21143500
2021-08-06,205.24000549316406,205.6999969482422,202.10000610351562,203.66000366210938,203.40895080566406,17849700
2021-08-09,204.4600067138672,205.0800018310547,201.42999267578125,202.9499969482422,202.6998291015625,14644300
2021-08-10,203.22000122070312,204.3000030517578,198.35000610351562,199.36000061035156,199.1142578125,17923800
2021-08-11,200.42999267578125,200.49000549316406,194.3000030517578,196.99000549316406,196.74717712402344,18592500
2021-08-12,198.6999969482422,200.2899932861328,196.1999969482422,199.0500030517578,198.80462646484375,15165200
2021-08-13,199.0500030517578,202.13999938964844,198.50999450683594,201.8800048828125,201.63116455078125,18306300
2021-08-16,201.35000610351562,202.8699951171875,194.52999877929688,199.5,199.2540740966797,21087600
2021-08-17,196.85000610351562,197.6999969482422,192.6699981689453,194.5800018310547,194.34014892578125,20458500
2021-08-18,195.0,196.33999633789062,190.0,190.39999389648438,190.165283203125,28591300
2021-08-19,194.94000244140625,204.9499969482422,187.6199951171875,197.97999572753906,197.73594665527344,76655500
2021-08-20,199.91000366210938,208.64999389648438,199.3300018310547,208.16000366210938,207.90341186523438,67574100
2021-08-23,209.7100067138672,219.97000122070312,209.5,219.5800018310547,219.309326171875,57580700
2021-08-24,217.52999877929688,219.58999633789062,215.35000610351562,217.92999267578125,217.66136169433594,29729900
2021-08-25,217.3699951171875,224.6999969482422,217.22000122070312,222.1300048828125,221.85618591308594,34770100
2021-08-26,222.0,223.39999389648438,217.89999389648438,220.67999267578125,220.40797424316406,23794000
2021-08-27,221.83999633789062,227.22000122070312,221.6699981689453,226.36000061035156,226.0809783935547,30472200
2021-08-30,228.3000030517578,230.42999267578125,225.50999450683594,226.8800048828125,226.60032653808594,26258000
2021-08-31,226.9499969482422,226.9499969482422,221.1999969482422,223.85000610351562,223.61351013183594,25985000
2021-09-01,224.85000610351562,226.97000122070312,223.57000732421875,224.41000366210938,224.1728973388672,20176700
2021-09-02,225.17999267578125,225.92999267578125,222.9499969482422,223.9600067138672,223.72340393066406,18783400
2021-09-03,223.25,229.86000061035156,222.0,228.42999267578125,228.18865966796875,28053200
